k10,k_kinetics,xNH3_r2,xNO3_r2,xNO2_r2,xNOrg_r2,xN2_r2,ANH3_r2,ANO3_r2,ANO2_r2,ANOrg_r2,AN2_r2,r2_mean,r2_all
694,01010110110,0.720830838409201,-2.864379711985673,-5.269139912916229,-0.9684669715250898,-0.399385723693348,0.777402701056547,-2407.9851580680356,-0.38074133248271,-91.18094814478464,-0.3102942676338849,-250.78602805935913, -0.04583535228159441
507,00111111011,0.7078681242347596,-2.8609351373739393,-5.269124006072865,-0.968116471877589,-0.6094613937644151,0.7845356622599646,-2204.46536728386,-0.3029358224513323,-57.01613041761829,-0.3320635237282832,-227.03317302702516, -0.06301036444068897
537,01000011001,-7801.745093545424,-6.791014333464061,-45.90309810055771,-5.0206376545791525,-1.791340340718921,0.9154817648545337,-12023393.853516864,0.4101956787387844,0.9868048086592942,-2.025536726501613,-1203125.481775531, 0.9977345248093326
477,00111011101,0.7072683754448745,-2.86754792783614,-5.269139912916229,-0.968187984060904,-0.5306852402304643,0.7793119522355314,-2402.921149661062,-0.6214019304920622,-88.70911834052943,-0.2946559901388339,-250.06953066595855, -0.04538948730759307
706,01011000010,0.7087518703106641,-2.8613292943989017,-5.2691399128905285,-0.9684617550963863,-0.46644763930047883,0.7795474973090404,-2412.66595486127,-0.7040886929132066,-85.68708343600558,-0.2938581707473049,-250.74280643950024, -0.04552491661967584
476,00111011100,0.7072209692552835,-2.84505067778275,-5.269139912916229,-0.9685570243760862,-0.5419571315645313,0.7795515618821829,-2411.773696187656,-0.6920125338490057,-88.33459145573684,-0.29575653596808205,-250.92339889287115, -0.04560085040616557
712,01011001000,0.707963099193041,-2.8557480657117775,-5.269139912730468,-0.96859382041632,-0.4687056334314774,0.7804053776586706,-2414.668528598456,-0.595197535853762,-85.23496556708749,-0.2957090853555693,-250.88682197421912, -0.04563644084252183
467,00111010011,0.7088044466039609,-2.865596088163635,-5.269139912916229,-0.968121028440651,-0.5342573848400396,0.779313085652065,-2402.8655050511875,-0.8123884805397277,-86.50398069605131,-0.29754604175200305,-249.86284171516348, -0.04538413782214401
538,01000011010,-31.18726084169655,-3.573321986523289,-3604.537292590281,-2.7673095779158676,-1.7920627803986187,0.12169399703678063,-20220.99714090872,-0.35364515850513056,0.8386391630781911,-2.478915971788055,-2386.6726616655715, 0.9942569270997634
499,00111110011,0.7108510463100246,-2.8949809550979024,-4.943724766174708,-0.96778294411516,-0.43020599857596964,0.7862933616091016,-1635.3769678355507,-0.3089477195399628,-67.3734939716372,-0.33177902080763655,-171.113073880358, -0.061945263052185506
698,01010111010,0.7217199582405431,-2.862893192167882,-5.269139912916229,-0.9684420914461866,-0.3992635106738589,0.7772849577507093,-2407.7955681665458,-0.5677298142451397,-89.42242927729465,-0.3100209350483214,-250.60964819843466, -0.04579987279571185
484,00111100100,0.7143872173267403,-2.866171196084309,-5.269139912916229,-0.9685319740646186,-0.41465768258249414,0.7777777197378382,-2406.4888151721934,-0.22939312458273342,-92.48684784759676,-0.3055854651051726,-250.7536977438061, -0.045765726037348076
514,01000000010,-34.433437470320015,-4.1163242765753605,-1.4546060166999695,-2.986203050570673,-1.7893270670266515,0.82687946980451,-109.06166057384887,-0.4193243951812582,0.9612762189016554,-1.822115952851219,-15.429484311436786, 0.9958054058868555
488,00111101000,0.709618143001782,-2.920663660993537,-5.269139912916229,-0.9677644420569671,-0.42213370352575175,0.7791864949230173,-2406.689928379196,-0.0768808061670887,-88.77667249794955,-0.2995112127958155,-250.39338899776763, -0.04528251402926964
701,01010111101,0.7211383884009915,-2.891627218560098,-5.269139912916229,-0.9680854451686227,-0.39492709665471315,0.7781354608381792,-2403.760100552948,-0.3830543905870103,-89.30525579626456,-0.3097281501594582,-250.178264471402, -0.04562296703343072
495,00111101111,0.6875784069280069,-2.8971596541814937,-5.269097868783302,-0.9694360505331066,-0.42550989445016807,0.7922601590944308,-2066.3664525268323,-0.30832582336207137,-86.92255820332821,-0.3324072960537099,-216.20111087515016, -0.06934813974023113
708,01011000100,0.7067833265277856,-2.860927351064722,-5.269139912906061,-0.9685259685579239,-0.47766968117143604,0.7802234287262958,-2412.402671394298,-0.5898767225618136,-87.54424547342536,-0.29409204518752996,-250.89201417939185, -0.04557727521102306
471,00111010111,0.7076094507120936,-2.8672580157314504,-5.269139912916229,-0.9681644234270037,-0.5338281776561802,0.7791818688281318,-2402.851792039725,-0.7275675654698717,-88.58291625985669,-0.2948624480261146,-250.06087375232678, -0.04537284665690411
545,01000100001,0.8625343650755566,-3.17556523007071,-0.6178259979136258,-0.9659757342841726,-0.3371110069564003,0.8185966684630841,-2406.5179158386127,-2.0781027329351143,-37.46230816153837,-0.3030374334662198,-244.9776711102238, -0.044590900788229915
475,00111011011,0.708940642359108,-2.872702269488832,-5.269139912916229,-0.9680670948651333,-0.5078143139835689,0.7794885294907414,-2402.983826146272,-0.7483376837046212,-85.96308836593924,-0.29702195581481816,-249.8121568571134, -0.04535298101292429
700,01010111100,0.7193035145529489,-2.8632485869416344,-5.269139912916229,-0.9685485882433471,-0.40070730264312604,0.7781558751049378,-2407.8848320864413,-0.4591812774472077,-91.32455590163603,-0.3100445017211435,-250.7982798768332, -0.045876230960071096
470,00111010110,0.70756170403407,-2.849168774149323,-5.269139912916229,-0.9684734269292237,-0.5381950777135207,0.7794935966597208,-2411.4349938258456,-0.7283175521248018,-88.03810492667617,-0.295928853099799,-250.86352670487608, -0.04555601323891656
703,01010111111,0.7219014792056452,-2.8897381541025013,-5.269139912916229,-0.9680975780699923,-0.3939998523110537,0.7778286932586105,-2403.6681457208906,-0.4497547179154744,-89.4116502746446,-0.30977205279108944,-250.18605680911773, -0.04562213260168724
509,00111111101,0.7000881910867319,-2.8944747263513233,-2.093091278497945,-0.968317849506471,-0.020011256855224202,-0.33543474206634794,-89.5310679843811,-0.3332645308993234,-0.2876123129414734,-0.33333333341473415,-9.60965198238272, -0.025641365490489454
515,01000000011,-0.16985443580255732,-6.156455746075876,-2.4031082757458075,-0.2748606803220788,-1.140319044004415,0.6696456317176149,-3494.1035607574477,0.0071016284852482015,-2.111090213073219,-0.9171078583670114,-350.65996097506365, 0.646184913491842
498,00111110010,0.7168907164298002,-2.8387616660870205,-5.269139912916229,-0.9688098163094483,-0.4182238270326837,0.7766021183288874,-2417.886159703749,-0.6604233978409211,-90.5410102184658,-0.3057036852372892,-251.73947393928802, -0.04587125838255268
542,01000011110,-0.19856886250034256,-5.690288782022997,-0.9228039160790673,-0.295082371364644,-0.9059146983830553,0.7402709914170003,-4031.59225824037,0.021383793846404653,-3.426959038803526,-0.9281013049577489,-404.3198322429218, 0.6406925726383741
486,00111100110,0.709536809576671,-2.879405695793064,-5.269139912916229,-0.9677095034483403,-0.5987115022019653,0.7761575378501068,-2434.3152884599845,0.06681721144168917,-91.00292510541753,-0.2913238616009499,-253.3771992482494, -0.04516098309350869
713,01011001001,0.7080357177605194,-2.8867948867109385,-5.269139912914229,-0.9680591223301462,-0.4665618816214858,0.7802555326526304,-2403.026757760863,-0.6175727606236254,-85.46629650169947,-0.2952751360387247,-249.75081667123882, -0.045342112846385785
503,00111110111,0.49079717922580857,-3.1387777203950655,0.3099358231956236,-0.9730669945587298,-0.31653712585772054,0.7246335476585404,-2283.2456912582406,-0.18262619390387536,-52.75375843952202,-0.3327459562615802,-233.94178371386596, -0.07305558589791739
705,01011000001,0.7081336130167417,-2.8828496934389096,-5.269139788362113,-0.9680839439287803,-0.47343296931363477,0.7803822608205504,-2402.9009041404306,-0.6946728835365223,-85.14146311222062,-0.2961890498523918,-249.7138219707246, -0.045365460957341286
485,00111100101,0.7102052602695117,-2.9027811811684368,-5.269139912916229,-0.9680889712189438,-0.4184287822065029,0.7788342299303687,-2402.7987123594953,0.007429714078097338,-91.80796223834314,-0.30109779375812606,-250.29697420348288, -0.045499001330008726
699,01010111011,0.7226634969638381,-2.88735658460025,-5.269139912916229,-0.96807358341983,-0.39469962245581147,0.7780786804223816,-2403.658087240714,-0.2643823837769359,-85.34387576241271,-0.3097570604549884,-249.75946299733647, -0.04562488114523666
505,00111111001,0.7148386328582756,-2.8684170997296348,-5.269139912916229,-0.9682775985256653,-0.4288579325773867,0.776881470554,-2403.2264133130807,-0.6064671786607945,-89.52172806520979,-0.3032440674494927,-250.17008250647373, -0.045542374658659845
549,01000100101,0.8501839370465312,-3.1522116755422624,-0.6510851485371936,-0.9663626712050679,-0.33752499561351823,0.8139097858775601,-2405.993369223138,-1.506444636120115,-51.36444384809898,-0.30638230525009513,-246.26137307805817, -0.044822485337097984
496,00111110000,0.7162594211242894,-2.8358343871558263,-5.269139912916229,-0.9689078780134031,-0.4176390989108989,0.7770299759420611,-2419.419640521843,-0.6288285915740597,-90.49433343237794,-0.3056588481470415,-251.8846693273872, -0.04592991407343461
702,01010111110,0.721222306829232,-2.8609723516104526,-5.269139912916229,-0.9685402457417798,-0.39783914897532746,0.7773785921179731,-2409.7891825761603,-0.27212281365870306,-91.09725277794838,-0.3104769911138956,-250.94669259191784, -0.04588861436862479
500,00111110100,0.7170564208737555,-2.8389589033535785,-5.269139912916229,-0.9688854377341194,-0.4124072237338907,0.7770365871489984,-2418.2502401694046,-0.7047977498117755,-91.9547486189012,-0.30701290817165683,-251.92120979160046, -0.04594637902566623
541,01000011101,-45.167325775254746,-6.234323519445106,-133.14946796919415,-5.516353021569976,-1.7911600087156194,0.850908744593162,-2955383.4241387327,0.5658921689372431,0.7749933674112589,-2.127228941465562,-295557.52182036877, 0.9974954895332508
497,00111110001,0.7139100887594936,-2.872999340195561,-5.269139912916229,-0.9682025243526058,-0.4335807547743593,0.7768052633684724,-2403.19637916508,-0.5789156620021458,-89.73129696313437,-0.3014287331765506,-250.1861227703504, -0.045469737530093646
709,01011000101,0.7043019206882561,-2.9072530965569414,-5.269139912916229,-0.9679400666028799,-0.4642813327379225,0.7826243634759846,-2402.992797418,0.06569729882754571,-86.06621060417848,-0.3048860382203713,-249.7419884886221, -0.045625201832572015
504,00111111000,0.7138203644884594,-2.8290330278098885,-5.269139912916229,-0.9689994969207854,-0.4317699011376248,0.7772868742028514,-2420.5970792798034,-0.6166983343067503,-90.14884563570399,-0.3034785940628004,-251.967393694397, -0.045937566656090834
540,01000011100,-38.97194381968765,0.7000761362401113,-192.16019093576637,-1.1400605034701727,-1.790807421115609,0.9287421211923181,-45017.36301197025,-1.862701436754171,0.8267550910627346,-1.6933633872090246,-4525.252650612576, 0.9982491547763174
493,00111101101,0.7165718094804732,-2.877803913092586,-5.269139912916229,-0.9682523323214385,-0.411264143279221,0.7772155818674088,-2403.009106141442,-0.21934559514302676,-92.65345288900457,-0.3072015073499781,-250.4221779043201, -0.04564722702602397
532,01000010100,-38.24608988210454,0.6698144870653502,-42.287390013857085,-1.0635283870030863,-1.7908890472101606,0.9325446872179866,-50097.58079318608,-3.647948657748585,0.8205476708717132,-1.7234139164699465,-5018.391714624533, 0.9985661169725715
501,00111110101,0.7160498334923147,-2.8759593615262613,-5.269139912916229,-0.9682076525577712,-0.4182367940056777,0.7769382395401712,-2403.170552716188,-0.6368071393312691,-91.5203476372306,-0.3058633868896894,-250.36721265276134, -0.04555924743283746
711,01011000111,0.7073226170913827,-2.882998055534065,-5.269139912911677,-0.9681004813036853,-0.47922260213153023,0.7799471296033281,-2402.8847862416847,-0.4790856152891838,-87.43028498414569,-0.2946873447289522,-249.9201035491035, -0.04536006218851796
511,00111111111,0.7166226657446175,-2.8720063265454385,-5.269139912916229,-0.9682665869931364,-0.416561280818752,0.7767960529879459,-2403.2466121919656,-0.6037792778272231,-91.51012729833216,-0.3061987534454462,-250.36992729101112, -0.04559803557655773
539,01000011011,-3012.811961853321,-6.738982148378437,-170.56144538279145,-4.487152802444384,-1.7910484603384056,0.8494647640390058,-16643995.080084663,0.43250301484169695,0.9671190054666639,-2.104832525430525,-1664719.1326421055, 0.9976182830085486
492,00111101100,0.7039164911598754,-3.0295197876364695,-5.269139912916229,-0.966350875156827,-0.41512653360413454,0.7834711672271985,-2409.7880514087665,-0.14683799387094587,-85.9205521067829,-0.3002154171191458,-250.4348406377466, -0.044586729136538494
707,01011000011,0.7085113355647188,-2.8811015815327066,-5.269139912916229,-0.9681774570184924,-0.45885536295549656,0.7784574759855304,-2402.8183299906436,-0.18052433895336994,-87.57652117513867,-0.2895431356806708,-249.8955224143289, -0.045340088418453606
510,00111111110,0.7175381296266667,-2.8577090465602124,-5.269139912916229,-0.9685887355066747,-0.40880000749279133,0.7763942561972302,-2410.5976702867306,-0.3143389747232075,-92.40801837588484,-0.3058841183534733,-251.16362170723443, -0.04577625141031216
715,01011001011,0.7085563267027863,-2.8846254132671434,-5.269139912916229,-0.9680907584908713,-0.4624052914415955,0.7787470575920875,-2402.970046112193,-0.4045959020004344,-87.55937499271207,-0.29147425287168693,-249.93224492515978, -0.045302890948213825
502,00111110110,0.7176418438021492,-2.8393226567412295,-5.269139912916229,-0.9688635419918878,-0.41122059125330135,0.7767357216115214,-2418.948497163632,-0.41428065139702963,-91.79110095127632,-0.30704468042266275,-251.94550925842168, -0.045946970689331845
716,01011001100,0.7069218177378158,-2.856338970590464,-5.269139910562243,-0.9685815628736614,-0.481094462322174,0.7802628090837833,-2412.9999477367105,-0.7000356468523208,-87.35445237693823,-0.294434440323714,-250.94368404803518, -0.045606492901117957
506,00111111010,0.7101990460947019,-2.8620897076406107,-5.269139912916229,-0.9685519226546138,-0.4402309911939959,0.776451370383106,-2410.7374930227925,0.02256715540077059,-90.38206752220515,-0.28806764369609494,-250.94384231512208, -0.04569805680877548
710,01011000110,0.7073074896697719,-2.8599918315563215,-5.269139912498196,-0.9684970484396438,-0.48055292733117727,0.7797067163215223,-2412.020773617037,-0.6711287655089715,-87.8518979782149,-0.29342658802432875,-250.89283944626192, -0.04554230085542521
533,01000010101,0.7080786305054125,-2.8732967018202897,-1.5004979620840428,-0.9684093203141237,-0.7042687386132529,0.7754573109369718,-2402.799579887086,-0.838547052103207,-95.09682878975512,-0.30718013256147936,-250.36050726428954, -0.045695474510149214
735,01011011111,0.6992180945134492,-2.8719242943237226,-2.547861495187562,-0.9686268760399095,0.02060104985126776,-0.33333367547933035,-0.740251904594708,-0.3333344701724823,-0.33905748207513664,-0.3333333333335382,-0.7747904386841673, -0.025656486370071896
508,00111111100,0.7168486981530142,-2.8371137799023596,-5.269139912916229,-0.9689384554260247,-0.41192613199026185,0.7772086901568749,-2418.6054107696223,-0.38840325476927684,-91.91847093874956,-0.307201193127028,-251.92125470481932, -0.045999015577847135
718,01011001110,0.7074315601351341,-2.857767092675921,-5.269139912914983,-0.9685589042536418,-0.47447732807944387,0.7798061863252551,-2412.9833339157294,-0.5576216800661411,-87.52845476900785,-0.2938169505410466,-250.94459328068078, -0.045587341715398466
534,01000010110,0.7014129443040225,-2.8511799662803687,-5.269139912916229,-0.9690820381114695,-0.46563349519255715,0.7828200428162344,-2410.2289287519184,-0.26562795196610733,-86.4978351175345,-0.31785348489036847,-250.53810477316898, -0.04879479883675941
688,01010110000,0.7204471938203477,-2.8646657280914396,-5.269139912916229,-0.9684854170919281,-0.39937478843213925,0.7778959948768471,-2408.195562688515,-0.6273605238543827,-90.19550583543396,-0.3097811128631762,-250.7331532818501, -0.04582116294378591
520,01000001000,-9.925584742853607,-3.614945794450933,-1.4476142811897184,-3.124855538308144,-1.791194978854615,0.9116709063820116,-49290.36503784906,0.37752675567599225,0.9894058805599351,-1.9309305417552234,-4930.992156018385, 0.9948796252796765
690,01010110010,0.7023079925184357,-0.9069907042779841,-1.7970100907180342,-11.211892340698943,-1.7909068471289307,-0.7370969157344189,-0.17379728564179864,-2.2038643120172536,-0.35452322608522646,-0.869228003545711,-1.9343001733329868, -0.11904281783105297
521,01000001001,-38.079259085007095,-5.480753641014123,-66.35621377405212,-4.604196948691935,-1.791220523919895,0.943668724029662,-12086057.335916745,0.5533255204714961,0.9938336853861328,-1.8709413175980658,-1208617.3027674104, 0.9972964926066044
714,01011001010,0.7084054464609529,-2.8619434404652284,-5.269139912916229,-0.9684896604810442,-0.4634349919217633,0.7781415308107851,-2409.4072691313118,-0.34795995306744887,-89.1174106744019,-0.2895145093927216,-250.72386152966865, -0.045486834837589196
513,01000000001,-190.61249813527226,-5.389971406869798,-31.439006533008694,-4.072931225312314,-1.7914228484720724,0.953945696250383,-23793495.802434444,-0.21769451478894952,0.9933197941635858,-1.9016313180964493,-2379372.928032493, 0.997277489156872
747,01011101011,0.6872612674625063,-2.936570261338268,-0.31512722631036594,-0.9687512188525409,-0.06408728184118906,-0.3333335566102267,-0.4099049356453772,-0.33333396598473675,-0.33374392791310137,-0.33333333333350157,-0.5340924440366801, -0.0256605381274988
523,01000001011,-58.18907118518544,-5.266652084170227,-4.940210421544846,-5.173247736998656,-2.0002861508107133,0.45141789807658117,-44045.102489953206,-1.9598092973975527,0.9308398670097925,-2.534258480652319,-4412.378376754487, 0.996601044571488
720,01011010000,0.7083789496415728,-2.8555231381992114,-5.269127734863165,-0.9685236509403639,-0.47803141923466863,0.7802159242007729,-2414.123213068693,-0.7701063298461202,-85.15567579592286,-0.29638166296234236,-250.84279879268192, -0.04559723232818613
524,01000001100,-0.6640453163526194,-5.411702252855737,0.01294698988821208,-0.30129762928648085,-0.857504436099003,0.9149966095240608,-3963.9402691388727,-0.5700555417364888,-3.6286436824469988,-0.8528353217757889,-397.52984097200135, 0.6395769263529962
741,01011100101,0.6750126709437992,-2.884761208414229,-5.269019420673565,-0.9694431703826041,-0.8907898557192044,0.797295822137813,-2412.845980372346,-0.18314761463971752,-83.95578655278834,-0.32809692335907203,-250.5854716625241, -0.049981101957112584
517,01000000101,-0.4371491302009316,-5.91483541731062,-0.9522419644501665,-0.29125657106051817,-0.9516726367280122,0.8911311816406313,-3452.9269265295143,-0.5240520420168946,-3.2304394435142942,-0.8991812297845934,-346.523662378294, 0.6424997670313755
719,01011001111,0.7073058906236642,-2.8837170677181723,-5.269139902059019,-0.9680848158886319,-0.48007902182017137,0.7800061476040122,-2402.991717573401,-0.7202759136798569,-87.29240599487396,-0.2942291794145482,-249.94123374306278, -0.04533418561226066
516,01000000100,-32.79292461185831,-104.80188947666741,-29.141446565882255,-3.6361771362221704,-1.7907792695423663,0.9397816358330613,-90539.63354745852,-3.6650674940515104,0.8199642334336004,-1.7230925071152954,-9071.542517865058, 0.9985539608387197
731,01011011011,0.7085970536137777,-2.871059327345911,-1.67426569122166,-0.9683717961962313,-0.639426903227879,-0.3347878893283813,-2355.0343934127127,-0.34540456287867394,-137.71360573776067,-0.33333333353397054,-249.9206051600592, -0.025644478231002354
525,01000001101,-28.22779982978168,-5.149927972056516,-59.757339608249644,-4.183778192349925,-1.884563195858941,0.9175511275981061,-60241.09546054155,0.3712855771781979,0.7123430859138264,-1.9673767922282552,-6034.026506634139, 0.9968844872707583
755,01011110011,0.6772998767115301,-2.8940653077728844,-5.269139912916227,-0.9690336050862423,-1.522025976620963,0.795177522430189,-2410.180541079049,-0.19608498043262412,-84.64541877300661,-0.3248591131726002,-250.45286913489159, -0.04862836051806574
588,01001001100,0.6852769431891563,-3.5819444594851584,-0.690534280409911,-0.959836973385457,-0.34189170766054056,0.8151867353110769,-2487.296801817062,-2.320226790784323,-40.59292008581149,-0.28769737488451375,-253.45713898109824, -0.041141907414608214
841,01101001001,-320.79842437557625,-44.48545713593889,-1.8018150032809244,-4.5316213394444675,-1.7922413415572578,0.96574877183757,-36480441.69214918,-5.428730053839532,0.9906366216334522,-2.1395556871678982,-3648082.071360872, 0.9971855839279398
582,01001000110,-202.8811506361348,-317.1095511239477,-1.8009281912274782,-9.231220694167925,-1.792334469275556,0.9348290618669985,-103468.71803685043,-1.2598711770634226,0.8852637344666958,-2.5716451816255566,-10400.354464552755, 0.9969069580278843
662,01010010110,-1974.1738731853081,-0.5410680243410717,-1.8310699387396512,-17.805713377530786,-1.790941978664197,0.6672348712611134,-139976.91724423174,-1.9468114654997568,0.9516009652648221,-2.9154012951331993,-14197.630328766045, 0.9983555794415626
581,01001000101,0.7070003236799758,-2.9336412697650283,-5.257754758504725,-0.9675228527721773,-0.43486421571922795,0.7786878538595972,-2402.9600488596134,-0.7126467604809594,-90.07587443913992,-0.2883179574011818,-250.21449829358568, -0.044941830854235976
839,01101000111,0.7063768294025266,-3.01087965558507,-5.046103302762135,-0.9659299151663066,-0.45147401919286967,0.7816304289411451,-2403.5078663462127,-1.0562209143782737,-84.17749175015165,-0.2940754312249263,-249.702203407633, -0.044185723932606
591,01001001111,-150.9140923817607,-6.573306247178452,-1.8037175152244767,-4.8224177872463985,-1.7922934529515615,0.9384734703478939,-19514673.0373733,-1.7439885269963433,0.8775998915967883,-2.6928172294481594,-1951484.1563933082, 0.9966808401587216
656,01010010000,-111.22232508737939,0.5031630360940456,-1.8270382294702419,-3.2891775087086907,-1.7911803888996811,0.7047312550198013,-190924.88581753874,-2.0056617808691786,0.966453489355498,-2.813911880994141,-19104.56607646346, 0.9975165908873012
576,01001000000,-39.35116504824246,-4.3389298658006945,-1.8222690598359024,-3.435162748502811,-1.7921366327159847,0.19697272598322857,-489.45815325248407,-1.176119214426174,0.9808279590698314,-1.3878848945558966,-54.158402003151096, 0.9822075528595299
834,01101000010,0.708861389524432,-2.8491432746720946,-5.252445897319545,-0.9684559345082546,-0.5050313631708485,0.7794947517002154,-2412.536484596546,-0.972245795628532,-85.4754730839046,-0.296288286194869,-250.736721209072, -0.04554101936984423
594,01001010010,0.7099376024928583,-2.8394751042002864,-4.253534943729481,-0.9691258018608508,-0.394593987409112,0.7828019313838743,-2436.910924423503,-3.6489986957882445,-76.95860478963066,-0.2873872190455411,-252.47699054312898, -0.0457327105540537
665,01010011001,-1001.879146905981,-14.65450941989221,-1.8261391071166644,-5.184157760652318,-1.7914190962210168,0.9326413554773103,-129480989.24653535,-1.917852199189292,0.9914020513362503,-2.7058400006376857,-12948201.728155645, 0.9980832243420504
556,01000101100,0.5480258606341701,-4.810923002575794,-3.6063656300772333,-0.9514376422228219,-0.35471618837136765,-0.33333340739814754,-0.32257248652602843,-0.3333333911700387,-0.333325194572031,-0.3333333333333388,-1.0831314415612632, -0.025642892100470105
826,01100111010,0.7194590680620985,-3.2641520428169235,-4.557603329238985,-0.9611728586282831,-0.4143924582498042,0.7815363551710715,-2416.402036613996,-0.03906426950068087,-63.40565986358463,-0.32089965671219733,-248.78639856694946, -0.04292782552716434
560,01000110000,0.7323155602897597,-0.45917054915024735,-1.809653772278884,-1.3731614812409965,-1.7923340804342152,0.7547051787145732,-38577.5843124668,-1.8623289141589199,0.7966324100996974,-2.19993252866221,-3858.4797240643625, 0.993905937262875
654,01010001110,-74.19771900840982,0.9158448974473152,-1.8271495466733825,-1.8626022805720805,-1.790724766984007,0.8074242165341066,-97127.07541340259,-1.9133876598419843,0.8977032007131267,-2.9072872579951397,-9720.895331160838, 0.9984419469135722
572,01000111100,-0.3781969738997679,-6.1969778208803685,-1.1910738130246337,-0.29641655245997756,-1.0002386961920777,0.8238875745208485,-2605.3975494682395,-0.8934880818966999,-8.042475036947208,-0.9914344358258771,-262.3563963304845, 0.6358153718850326
836,01101000100,-32.067856212196496,-4.66561130635708,-1.801354225477135,-3.0826610429989945,-1.792303620151754,0.9428552343313454,-48377.284338364254,-6.3716252342994375,0.7789169748094744,-2.220556173833713,-4842.756453397043, 0.9949769644109868
592,01001010000,0.7064186278579405,-2.902088729450732,-5.265332877488558,-0.9680998896271047,-0.43682271884310087,0.7792639262886556,-2420.935316717485,-0.6678304158797037,-88.23448506771948,-0.2873903712056709,-251.82116842335526, -0.045242528693619555
643,01010000011,-358.8427450165182,-223.01167526920904,-1.8162767427334447,-6.022288647328968,-1.7906817985746866,0.636260378693394,-18384818.606614072,-2.188680930869795,0.9260117679326395,-2.924990271041369,-1838541.3641680602, 0.9977925312575148
566,01000110110,0.8363112574783971,-2.4125753559908434,-0.7444440121645659,-0.9790233820910197,-0.33844777158775763,0.8075664132706932,-2712.95128255097,-1.282585169354316,-44.71029612368241,-0.3072739539158511,-276.2082050649007, -0.05156279453997703
838,01101000110,0.7083454764542796,-2.903590916837299,-5.269109163442199,-0.9678731696214362,-0.4481253110331247,0.77933237363799,-2427.789882511774,-0.635029184432613,-87.4332809641451,-0.29347249221416405,-252.42526858634082, -0.045207277457452344
579,01001000011,0.7067022338417661,-2.9001345892731143,-5.267626380774247,-0.9681419223908947,-0.43496219055608054,0.7786471961205237,-2403.0443346534635,-0.4046150078236739,-88.81689942559046,-0.28687523645550694,-250.06382399763652, -0.04525267254155052
650,01010001010,-1206.5190366944798,0.9285738791519175,-1.8193713755550638,-3.285996891894399,-1.791246336575533,-1.2467077816042065,-245768.77220799547,-2.095319775135279,0.8681314073095595,-2.48917863526494,-24698.622236019954, 0.9931955895522581
596,01001010100,-73.04216477748633,-1.4620167215970552,-1.8023509214028248,-1.1550751844159155,-1.7923123390094702,0.9443001482228409,-64795.887558197595,-9.702360918029722,0.8547743960942115,-2.3999000068779512,-6488.544466452209, 0.9973930628462517
843,01101001011,-131.63100928990076,-27.924869655236275,-1.8009922474325988,-4.13697877279413,-1.792270136913995,0.9658298226868303,-34088043.87423592,-5.773753939806519,0.9926861737898177,-2.199889803975684,-3408821.7175483764, 0.9968297300429679
558,01000101110,0.11945668077229155,-5.936095036118282,-2.737345731121265,-0.2900752515961742,-0.931106448322196,0.30772070656503014,-0.33346067640948873,-0.33359175145979125,-0.339663425244652,-0.32843829876550257,-1.080259923170003, -0.02702993513924712
647,01010000111,-68.66912511378843,-17.556242148918706,-1.8218143759598857,-5.336007994871526,-1.7908896934405512,0.7596998780849088,-432401132.7097779,-2.069986723420048,0.9002860223155654,-2.922455937067201,-43240123.1216314, 0.9977288682811505
618,01001101010,-7.965908325721763,-81.61730075691695,-1.8142910958982488,-13.64443784392136,-1.7914215049169102,-0.12099068202334928,-1.2229052438825931,-1.6293756218570556,-1.2326602357999104,-0.43449790834812396,-11.147378921928626, 0.05613068603785942
845,01101001101,-81.12379819308593,-48.044954590483705,-1.8009155720415126,-5.209696617445317,-1.7922564926194577,0.9484430981430201,-30111423.992663655,-8.418314878538403,0.8523675722642036,-2.2598679420847083,-3011157.084165727, 0.9968722241660067
597,01001010101,-187.38310860246995,-6.2586704049489645,-1.8054585845372344,-4.619645771508449,-1.7922735373255128,0.9032361569051314,-10822441.998133272,-1.8240798691221536,0.8748695265677734,-2.7943722814863903,-1082264.6697636638, 0.9967815547539386
657,01010010001,-73.66950562451983,-27.44605375893037,-1.8224966290045441,-7.124797011830466,-1.7911429810494308,0.8742591217663718,-63279386.97278921,-2.13522564537716,0.9860541601333048,-2.9184521136743475,-6327950.20201497, 0.9979903756961886
590,01001001110,0.7075157667737751,-2.9752930636251063,-4.904783890873296,-0.9668358343430807,-0.4115527417227549,0.7789608313077365,-2411.955958007553,-0.03724289145276938,-87.25792985025682,-0.29189798281985513,-250.73150176645657, -0.044682384281198084
840,01101001000,0.707528203509369,-2.898363524804569,-5.269139912807825,-0.9678199365824036,-0.4794557977038829,0.7783931986194517,-2408.509985240174,-0.815692360815286,-89.23999341444754,-0.28873838590352063,-250.69832671711097, -0.04509641064790948
562,01000110010,0.7772583571397711,-0.30427609434694913,-1.033527930758404,-0.3790211209417249,-0.9451650461608521,0.8378929783660238,-4319.292768263931,-0.02128456128024281,-2.053087805563653,-0.9480648535452305,-432.3362044341023, 0.618820107318061
666,01010011010,-38.59085151182232,0.697632479509241,-1.8303998951039566,-32.56108108971372,-1.7909714434308706,0.7167870178536658,-300687.38678450783,-1.8756267087532255,0.9124073950434374,-2.5093441696579046,-30076.42182324339, 0.9986299885129545
