k_kinetics,ks_res,r2
"(0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0)","[ 3.91035620e-05  1.98764987e-06  1.38542248e-02 -2.49044724e-06
  3.77182021e-05 -3.04328242e-07  3.41007651e-04 -3.02426806e-02
  1.35744819e-02  5.65908453e-03 -2.25018695e-02]","0.8135655638923385"
"(0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1)","[ 3.31826804e-05  2.03836222e-06  1.43789139e-02 -2.54595122e-06
  3.76608114e-05 -3.03846690e-07  3.40946724e-04 -3.06031162e-02
  1.35720179e-02  5.67114149e-03 -3.69237076e-04]","0.8153729739492597"
"(0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0)","[ 5.48797536e-04  1.98419762e-06  7.54579709e-03 -2.47872216e-06
  3.87835506e-05 -3.13214811e-07  3.48370617e-04 -3.07624888e-02
  1.33183617e-02  7.45514742e-05 -2.24994114e-02]","0.811915099744947"
"(0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1)","[ 5.41549689e-04  2.03508904e-06  8.08684677e-03 -2.53444920e-06
  3.87233801e-05 -3.12710069e-07  3.48287080e-04 -3.11216608e-02
  1.33165959e-02  7.47904021e-05 -3.69199111e-04]","0.8137228170422959"
"(0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0)","[ 1.19270269e-03  4.06012899e-06  2.80716614e-02 -5.08768867e-06
  3.63533242e-05 -2.92402091e-07  2.73152835e-04 -2.88970300e-02
  2.50162772e-02  3.29230979e-03 -2.24984741e-02]","0.7942869800492856"
"(0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1)","[ 1.19201125e-03  4.11479815e-06  2.86583685e-02 -5.14818730e-06
  3.62899718e-05 -2.91868361e-07  2.72826463e-04 -2.92150136e-02
  2.49580283e-02  3.29361418e-03 -3.68590683e-04]","0.7959077488566367"
"(0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0)","[ 1.64535260e-03  4.01668934e-06  2.19118456e-02 -5.02630564e-06
  3.73735220e-05 -3.00922709e-07  2.81576271e-04 -2.94087402e-02
  2.45927914e-02  3.81893277e-05 -2.24962598e-02]","0.7934295947866568"
"(0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1)","[ 1.64340201e-03  4.07139432e-06  2.25155360e-02 -5.08690569e-06
  3.73073776e-05 -3.00365675e-07  2.81225386e-04 -2.97256606e-02
  2.45357933e-02  3.82522088e-05 -3.68560760e-04]","0.7950520131133288"
"(0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0)","[-4.31824853e-04  1.97290059e-06  3.48958879e-02 -2.40447117e-06
  3.51314575e-05 -2.82622311e-07  3.20511704e-04 -8.26220769e-03
  1.33077013e-02  6.62740360e-03 -2.01096558e-02]","0.7999719724829475"
"(0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1)","[-4.39413657e-04  2.02404240e-06  3.54959530e-02 -2.46024847e-06
  3.50648361e-05 -2.82063311e-07  3.20393744e-04 -8.36919246e-03
  1.33042897e-02  6.64287970e-03 -3.30413320e-04]","0.8015762014810726"
"(0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0)","[ 7.89323889e-05  1.96983287e-06  2.87396742e-02 -2.39164240e-06
  3.61819517e-05 -2.91383709e-07  3.27702064e-04 -8.41738904e-03
  1.30479155e-02  9.01671808e-05 -2.00905887e-02]","0.7980022207578794"
"(0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1)","[ 7.01716175e-05  2.02024608e-06  2.93535435e-02 -2.44656062e-06
  3.61129277e-05 -2.90804658e-07  3.27563700e-04 -8.52408076e-03
  1.30451403e-02  9.04562279e-05 -3.30109626e-04]","0.7996059505743518"
"(0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0)","[ 7.01392049e-04  4.20821907e-06  5.38601583e-02 -5.21856549e-06
  3.31820397e-05 -2.65755697e-07  2.42255780e-04 -7.49759239e-03
  2.32597522e-02  4.30333682e-03 -1.94431564e-02]","0.7773650967635547"
"(0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1)","[ 7.00489066e-04  4.26416500e-06  5.44897179e-02 -5.28077881e-06
  3.31135514e-05 -2.65178614e-07  2.41862077e-04 -7.59340165e-03
  2.31929119e-02  4.30506933e-03 -3.19150863e-04]","0.7787682504235863"
"(0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0)","[ 1.16156653e-03  4.16732705e-06  4.77583190e-02 -5.15866514e-06
  3.42012414e-05 -2.74266407e-07  2.50580775e-04 -7.65700517e-03
  2.28099069e-02  5.42804294e-05 -1.94381230e-02]","0.7761923093034852"
"(0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1)","[ 1.15958984e-03  4.22334387e-06  4.84020943e-02 -5.22093556e-06
  3.41303611e-05 -2.73669350e-07  2.50166315e-04 -7.75260083e-03
  2.27441762e-02  5.43440759e-05 -3.19078016e-04]","0.7775974060683207"
"(0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0)","[ 1.07147052e-05  1.98614078e-06  1.44315260e-02 -2.48549378e-06
  2.37284689e-05 -1.31020813e-06  9.81726164e-04 -3.01015545e-02
  1.34726431e-02  5.70998417e-03 -2.25018297e-02]","0.8125383106496816"
"(0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1)","[ 4.75028015e-06  2.03723073e-06  1.49566753e-02 -2.54142689e-06
  2.36980095e-05 -1.30843643e-06  9.81513565e-04 -3.04619386e-02
  1.34701949e-02  5.72213905e-03 -3.69236551e-04]","0.8143457491640046"
"(0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0)","[ 5.32684120e-04  1.98309272e-06  7.97641453e-03 -2.47393871e-06
  2.43236499e-05 -1.34452042e-06  1.00250220e-03 -3.06304326e-02
  1.32069038e-02  7.49676895e-05 -2.24993074e-02]","0.8108319455300779"
"(0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1)","[ 5.25420516e-04  2.03387379e-06  8.51757946e-03 -2.52955604e-06
  2.42917038e-05 -1.34266297e-06  1.00220352e-03 -3.09895520e-02
  1.32051313e-02  7.52073786e-05 -3.69197312e-04]","0.8126396154044649"
"(0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0)","[ 1.16126022e-03  4.03937425e-06  2.83717312e-02 -5.05911918e-06
  2.32476266e-05 -1.27989160e-06  7.97139602e-04 -2.88078250e-02
  2.49215355e-02  3.34892943e-03 -2.24985172e-02]","0.7936965653042002"
"(0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1)","[ 1.16057627e-03  4.09386474e-06  2.89583078e-02 -5.11940281e-06
  2.32146138e-05 -1.27795840e-06  7.96093856e-04 -2.91259346e-02
  2.48632936e-02  3.35024897e-03 -3.68593497e-04]","0.7953180041433237"
"(0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0)","[ 1.62358628e-03  3.99438487e-06  2.20772084e-02 -4.99555307e-06
  2.38123453e-05 -1.31250509e-06  8.22707129e-04 -2.93291113e-02
  2.44855433e-02  3.87777525e-05 -2.24962520e-02]","0.7928049724937675"
"(0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1)","[ 1.62162492e-03  4.04923145e-06  2.26810034e-02 -5.05634375e-06
  2.37775114e-05 -1.31046544e-06  8.21578506e-04 -2.96461413e-02
  2.44285667e-02  3.88415339e-05 -3.68562884e-04]","0.7944281000193016"
"(0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0)","[-4.62370616e-04  1.97263015e-06  3.54839623e-02 -2.40177538e-06
  2.23520364e-05 -1.23012060e-06  9.11278122e-04 -8.21339653e-03
  1.32045347e-02  6.68571609e-03 -2.01030106e-02]","0.7989619994834984"
"(0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1)","[-4.69982050e-04  2.02313744e-06  3.60840223e-02 -2.45679086e-06
  2.23167524e-05 -1.22806846e-06  9.10813091e-04 -8.32035678e-03
  1.32010836e-02  6.70126930e-03 -3.30306441e-04]","0.8005658071095123"
"(0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0)","[ 5.93404311e-05  1.96891218e-06  2.92005754e-02 -2.38787669e-06
  2.29378123e-05 -1.26388344e-06  9.30476107e-04 -8.37047552e-03
  1.29350003e-02  9.07508453e-05 -2.00833840e-02]","0.796929106712993"
"(0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1)","[ 5.05450448e-05  2.01900815e-06  2.98145551e-02 -2.44240741e-06
  2.29010556e-05 -1.26174553e-06  9.29928415e-04 -8.47713077e-03
  1.29321810e-02  9.10416289e-05 -3.29993562e-04]","0.7985323212133828"
"(0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0)","[ 6.68505204e-04  4.18777833e-06  5.41508268e-02 -5.19106953e-06
  2.15662390e-05 -1.18182442e-06  6.94145427e-04 -7.46706797e-03
  2.31657008e-02  4.36672494e-03 -1.94405722e-02]","0.7768104015579481"
"(0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1)","[ 6.67592002e-04  4.24397041e-06  5.47802842e-02 -5.25358345e-06
  2.15302260e-05 -1.17971360e-06  6.92822116e-04 -7.56290207e-03
  2.30988042e-02  4.36852927e-03 -3.19111652e-04]","0.7782140014779861"
"(0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0)","[ 1.13668329e-03  4.14521040e-06  4.79376710e-02 -5.12881952e-06
  2.21284248e-05 -1.21428074e-06  7.18320014e-04 -7.62854209e-03
  2.27032476e-02  5.50375450e-05 -1.94353606e-02]","0.7755971450941217"
"(0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1)","[ 1.13467853e-03  4.20154829e-06  4.85815603e-02 -5.19152601e-06
  2.20911135e-05 -1.21209501e-06  7.16925860e-04 -7.72415957e-03
  2.26374766e-02  5.51029890e-05 -3.19036147e-04]","0.7770027294139032"
"(0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0)","[ 3.87258128e-05  1.98756975e-06  1.38776466e-02 -2.49038223e-06
  2.37722963e-05 -1.31274722e-06  3.41003180e-04 -3.02417774e-02
  1.35743394e-02  5.65985361e-03 -2.25018716e-02]","0.8135622970693446"
"(0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1)","[ 3.27918669e-05  2.03820876e-06  1.44024425e-02 -2.54580062e-06
  2.37417049e-05 -1.31096707e-06  3.40942124e-04 -3.06022045e-02
  1.35718828e-02  5.67193699e-03 -3.69237159e-04]","0.8153697211898719"
"(0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0)","[ 5.48416670e-04  1.98440574e-06  7.56987564e-03 -2.47903760e-06
  2.43536896e-05 -1.34626469e-06  3.48366011e-04 -3.07615643e-02
  1.33182102e-02  7.45640062e-05 -2.24994132e-02]","0.8119115782426842"
"(0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1)","[ 5.41167535e-04  2.03523127e-06  8.11094437e-03 -2.53463598e-06
  2.43217526e-05 -1.34440775e-06  3.48282492e-04 -3.11207388e-02
  1.33164455e-02  7.48029765e-05 -3.69199196e-04]","0.8137193107707411"
"(0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0)","[ 1.19233932e-03  4.06025231e-06  2.80933728e-02 -5.08783365e-06
  2.32747319e-05 -1.28143636e-06  2.73149486e-04 -2.88962042e-02
  2.50160499e-02  3.29304985e-03 -2.24984760e-02]","0.7942842051789706"
"(0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1)","[ 1.19164973e-03  4.11452049e-06  2.86800256e-02 -5.14783032e-06
  2.32416522e-05 -1.27949906e-06  2.72823196e-04 -2.92141939e-02
  2.49578010e-02  3.29435041e-03 -3.68590758e-04]","0.7959049888011216"
"(0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0)","[ 1.64498185e-03  4.01682873e-06  2.19342532e-02 -5.02648651e-06
  2.38271983e-05 -1.31334102e-06  2.81572865e-04 -2.94078913e-02
  2.45925553e-02  3.82015308e-05 -2.24962617e-02]","0.7934265885225935"
"(0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1)","[ 1.64303073e-03  4.07144139e-06  2.25379161e-02 -5.08695761e-06
  2.37923723e-05 -1.31130175e-06  2.81222068e-04 -2.97248155e-02
  2.45355598e-02  3.82644284e-05 -3.68560838e-04]","0.7950490228441796"
"(0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0)","[-4.32154909e-04  1.97269992e-06  3.49167698e-02 -2.40420534e-06
  2.23977680e-05 -1.23276965e-06  3.20508064e-04 -8.26197190e-03
  1.33075725e-02  6.62807540e-03 -2.01096963e-02]","0.7999693125245864"
"(0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1)","[-4.39742018e-04  2.02372834e-06  3.55167682e-02 -2.45995662e-06
  2.23622743e-05 -1.23070424e-06  3.20390109e-04 -8.36895807e-03
  1.33041608e-02  6.64354806e-03 -3.30413999e-04]","0.8015735564284678"
"(0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0)","[ 7.85933418e-05  1.96938072e-06  2.87612911e-02 -2.39108649e-06
  2.29712727e-05 -1.26582436e-06  3.27698230e-04 -8.41714537e-03
  1.30477815e-02  9.01783344e-05 -2.00906302e-02]","0.7979993317557554"
"(0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1)","[ 6.98321869e-05  2.02002585e-06  2.93751342e-02 -2.44627296e-06
  2.29345258e-05 -1.26368698e-06  3.27559874e-04 -8.52383822e-03
  1.30450068e-02  9.04673939e-05 -3.30110350e-04]","0.7996030775601842"
"(0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0)","[ 7.01078242e-04  4.20814980e-06  5.38789193e-02 -5.21850676e-06
  2.15937400e-05 -1.18339119e-06  2.42253412e-04 -7.49738614e-03
  2.32595890e-02  4.30397579e-03 -1.94431985e-02]","0.7773630114938415"
"(0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1)","[ 7.00176608e-04  4.26402205e-06  5.45084193e-02 -5.28056755e-06
  2.15576749e-05 -1.18127710e-06  2.41859706e-04 -7.59319668e-03
  2.31927489e-02  4.30570557e-03 -3.19151568e-04]","0.7787661793727619"
"(0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0)","[ 1.16124336e-03  4.16713619e-06  4.77777867e-02 -5.15845804e-06
  2.21458750e-05 -1.21526628e-06  2.50578289e-04 -7.65679173e-03
  2.28097384e-02  5.42910646e-05 -1.94381664e-02]","0.7761900192804825"
"(0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1)","[ 1.15926786e-03  4.22338922e-06  4.84215017e-02 -5.22103174e-06
  2.21083966e-05 -1.21306998e-06  2.50163780e-04 -7.75238884e-03
  2.27440068e-02  5.43546722e-05 -3.19078760e-04]","0.7775951313233322"
"(0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0)","[ 1.05370137e-05  1.73053317e-06  1.44478146e-02 -6.34666020e-07
  6.98923295e-07 -1.16275872e-07  9.81719735e-04 -3.01011464e-02
  1.34728520e-02  5.71034605e-03 -2.25015797e-02]","0.8125372863633047"
"(0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1)","[ 4.59920394e-06  1.77596529e-06  1.49727134e-02 -6.49183605e-07
  6.98191728e-07 -1.16142114e-07  9.81508112e-04 -3.04615593e-02
  1.34703963e-02  5.72244672e-03 -3.69232445e-04]","0.8143447141578641"
"(0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0)","[ 5.32505647e-04  1.72570699e-06  7.99302328e-03 -6.30073584e-07
  7.13422275e-07 -1.18874817e-07  1.00249522e-03 -3.06300155e-02
  1.32071106e-02  7.49735657e-05 -2.24990556e-02]","0.8108308008385479"
"(0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1)","[ 5.25243805e-04  1.77146728e-06  8.53426305e-03 -6.44709399e-07
  7.12653856e-07 -1.18734448e-07  1.00219669e-03 -3.09891386e-02
  1.32053423e-02  7.52131963e-05 -3.69193192e-04]","0.8126384604528556"
"(0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0)","[ 1.16112506e-03  3.56658161e-06  2.83932439e-02 -1.31982177e-06
  6.85470838e-07 -1.13356529e-07  7.97126938e-04 -2.88073702e-02
  2.49222746e-02  3.34920405e-03 -2.24980536e-02]","0.7936945411615265"
"(0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1)","[ 1.16044066e-03  3.61588973e-06  2.89799351e-02 -1.33578758e-06
  6.84679504e-07 -1.13209722e-07  7.96080942e-04 -2.91254792e-02
  2.48640443e-02  3.35052455e-03 -3.68585940e-04]","0.7953159530614987"
"(0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0)","[ 1.62344395e-03  3.52449256e-06  2.20990151e-02 -1.30150898e-06
  6.99241843e-07 -1.15835339e-07  8.22693893e-04 -2.93286421e-02
  2.44862772e-02  3.87824286e-05 -2.24957909e-02]","0.7928028613867739"
"(0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1)","[ 1.62148507e-03  3.57419540e-06  2.27028874e-02 -1.31763850e-06
  6.98415534e-07 -1.15682337e-07  8.21565123e-04 -2.96456758e-02
  2.44293084e-02  3.88461287e-05 -3.68555388e-04]","0.794425962656071"
"(0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0)","[-4.62525871e-04  1.68678101e-06  3.54997289e-02 -5.90706351e-07
  6.65773655e-07 -1.10213386e-07  9.11272607e-04 -8.21328619e-03
  1.32047774e-02  6.68603225e-03 -2.01027368e-02]","0.7989611688744448"
"(0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1)","[-4.70136316e-04  1.73205294e-06  3.60998731e-02 -6.04988301e-07
  6.64923442e-07 -1.10057924e-07  9.10807664e-04 -8.32024707e-03
  1.32013311e-02  6.70158343e-03 -3.30301951e-04]","0.8005649630783116"
"(0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0)","[ 5.91883001e-05  1.68109041e-06  2.92166486e-02 -5.85147209e-07
  6.80047412e-07 -1.12770764e-07  9.30470386e-04 -8.37036367e-03
  1.29352390e-02  9.07558531e-05 -2.00831084e-02]","0.7969281679238689"
"(0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1)","[ 5.03969370e-05  1.72626410e-06  2.98306611e-02 -5.99441234e-07
  6.79165152e-07 -1.12609544e-07  9.29922655e-04 -8.47702078e-03
  1.29324224e-02  9.10465048e-05 -3.29989063e-04]","0.7985313693889856"
"(0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0)","[ 6.68386029e-04  3.67266157e-06  5.41722376e-02 -1.33670623e-06
  6.45128745e-07 -1.05943845e-07  6.94132065e-04 -7.46692288e-03
  2.31665431e-02  4.36696720e-03 -1.94400303e-02]","0.7768084397207309"
"(0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1)","[ 6.67474468e-04  3.72279762e-06  5.48017936e-02 -1.35290922e-06
  6.44274795e-07 -1.05785389e-07  6.92808879e-04 -7.56275747e-03
  2.30996578e-02  4.36876815e-03 -3.19102814e-04]","0.7782120055333648"
"(0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0)","[ 1.13655908e-03  3.63229635e-06  4.79593654e-02 -1.31833804e-06
  6.58854671e-07 -1.08413195e-07  7.18306313e-04 -7.62839399e-03
  2.27040841e-02  5.50416270e-05 -1.94348225e-02]","0.7755951065652089"
"(0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1)","[ 1.13455419e-03  3.68249274e-06  4.86033746e-02 -1.33458066e-06
  6.57959632e-07 -1.08247029e-07  7.16912143e-04 -7.72401115e-03
  2.26383269e-02  5.51070750e-05 -3.19027359e-04]","0.7770006573652046"
"(0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0)","[ 3.85564291e-05  1.73279113e-06  1.38938056e-02 -6.36791063e-07
  6.99961710e-07 -1.16463210e-07  3.41001269e-04 -3.02413775e-02
  1.35745430e-02  5.66019839e-03 -2.25016224e-02]","0.8135612668455416"
"(0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1)","[ 3.26373270e-05  1.77891643e-06  1.44185135e-02 -6.51566615e-07
  6.99230548e-07 -1.16329523e-07  3.40940369e-04 -3.06018209e-02
  1.35720834e-02  5.67225156e-03 -3.69233082e-04]","0.815368680343789"
"(0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0)","[ 5.48240004e-04  1.72807654e-06  7.58648366e-03 -6.32338195e-07
  7.14125128e-07 -1.19002033e-07  3.48363974e-04 -3.07611482e-02
  1.33184144e-02  7.45698182e-05 -2.24991623e-02]","0.8119104301349831"
"(0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1)","[ 5.40990426e-04  1.77398130e-06  8.12759664e-03 -6.47029316e-07
  7.13357131e-07 -1.18861744e-07  3.48280396e-04 -3.11203252e-02
  1.33166555e-02  7.48088035e-05 -3.69195094e-04]","0.8137181524972934"
"(0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0)","[ 1.19220438e-03  3.58631665e-06  2.81149229e-02 -1.32823141e-06
  6.86103618e-07 -1.13465995e-07  2.73145301e-04 -2.88957491e-02
  2.50167892e-02  3.29332381e-03 -2.24980118e-02]","0.7942821677825227"
"(0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1)","[ 1.19151428e-03  3.63552875e-06  2.87016795e-02 -1.34417104e-06
  6.85309687e-07 -1.13318635e-07  2.72818962e-04 -2.92137384e-02
  2.49585522e-02  3.29462542e-03 -3.68583193e-04]","0.7959029244172707"
"(0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0)","[ 1.64484028e-03  3.54575052e-06  2.19560992e-02 -1.31057120e-06
  6.99577591e-07 -1.15891191e-07  2.81568626e-04 -2.94074227e-02
  2.45932892e-02  3.82061767e-05 -2.24958001e-02]","0.7934244656166792"
"(0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1)","[ 1.64289058e-03  3.59518857e-06  2.25598411e-02 -1.32660581e-06
  6.98753016e-07 -1.15738546e-07  2.81217742e-04 -2.97243490e-02
  2.45363030e-02  3.82690281e-05 -3.68553324e-04]","0.7950468736195258"
"(0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0)","[-4.32309656e-04  1.68862075e-06  3.49325207e-02 -5.92382777e-07
  6.66858568e-07 -1.10409087e-07  3.20506284e-04 -8.26186130e-03
  1.33078124e-02  6.62839041e-03 -2.01094238e-02]","0.7999684754351656"
"(0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1)","[-4.39899170e-04  1.73374791e-06  3.55326661e-02 -6.06589787e-07
  6.66009079e-07 -1.10253750e-07  3.20388300e-04 -8.36884719e-03
  1.33044080e-02  6.64386797e-03 -3.30409530e-04]","0.8015727059959286"
"(0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0)","[ 7.84340856e-05  1.68285199e-06  2.87774514e-02 -5.86881676e-07
  6.80836458e-07 -1.12913444e-07  3.27696406e-04 -8.41703134e-03
  1.30480220e-02  9.01835734e-05 -2.00903566e-02]","0.7979983884160329"
"(0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1)","[ 6.96750713e-05  1.72806489e-06  2.93913533e-02 -6.01144016e-07
  6.79955837e-07 -1.12752550e-07  3.27558048e-04 -8.52372510e-03
  1.30452519e-02  9.04725627e-05 -3.30105853e-04]","0.7996021212602484"
"(0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0)","[ 7.00958832e-04  3.69171644e-06  5.39003763e-02 -1.34459758e-06
  6.45773201e-07 -1.06055328e-07  2.42248961e-04 -7.49724047e-03
  2.32604324e-02  4.30421832e-03 -1.94426549e-02]","0.7773610344312365"
"(0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1)","[ 7.00057191e-04  3.74186118e-06  5.45299968e-02 -1.36080946e-06
  6.44909767e-07 -1.05894844e-07  2.41855234e-04 -7.59305089e-03
  2.31936040e-02  4.30594810e-03 -3.19142708e-04]","0.7787641681190527"
"(0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0)","[ 1.16111840e-03  3.65276464e-06  4.77995423e-02 -1.32684121e-06
  6.59249056e-07 -1.08479384e-07  2.50573811e-04 -7.65664289e-03
  2.28105770e-02  5.42951668e-05 -1.94376264e-02]","0.7761879663035828"
"(0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1)","[ 1.15914310e-03  3.70306557e-06  4.84433709e-02 -1.34311417e-06
  6.58365441e-07 -1.08315639e-07  2.50159331e-04 -7.75224002e-03
  2.27448584e-02  5.43587674e-05 -3.19069954e-04]","0.7775930447288835"
"(0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0)","[ 1.04123962e-05  1.73002040e-06  1.44550873e-02 -6.34484577e-07
  5.30327035e-07 -5.89845460e-07  9.81715159e-04 -3.01008610e-02
  1.34728134e-02  5.71059987e-03 -2.25015800e-02]","0.8125358429300222"
"(0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1)","[ 4.54832694e-06  1.77621808e-06  1.49790733e-02 -6.49269119e-07
  5.29827564e-07 -5.89226221e-07  9.81506274e-04 -3.04613491e-02
  1.34703193e-02  5.72255035e-03 -3.69232466e-04]","0.8143432750509703"
"(0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0)","[ 5.32388585e-04  1.72561831e-06  8.00037798e-03 -6.30028975e-07
  5.40429896e-07 -6.02044544e-07  1.00249088e-03 -3.06297331e-02
  1.32070649e-02  7.49774188e-05 -2.24990563e-02]","0.8108292757895904"
"(0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1)","[ 5.25125679e-04  1.77156038e-06  8.54161431e-03 -6.44743757e-07
  5.39905546e-07 -6.01396093e-07  1.00219221e-03 -3.09888562e-02
  1.32052972e-02  7.52170852e-05 -3.69193220e-04]","0.8126369400570266"
"(0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0)","[ 1.16100867e-03  3.56653884e-06  2.84000448e-02 -1.31981569e-06
  5.24454999e-07 -5.80287598e-07  7.97123517e-04 -2.88071097e-02
  2.49222086e-02  3.34944119e-03 -2.24980540e-02]","0.7936932532494574"
"(0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1)","[ 1.16032551e-03  3.61591406e-06  2.89867056e-02 -1.33581096e-06
  5.23925786e-07 -5.79620095e-07  7.96077873e-04 -2.91252218e-02
  2.48639776e-02  3.35075911e-03 -3.68585967e-04]","0.7953146697529699"
"(0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0)","[ 1.62332586e-03  3.52460527e-06  2.21059814e-02 -1.30155000e-06
  5.33989959e-07 -5.91855264e-07  8.22690282e-04 -2.93283766e-02
  2.44862088e-02  3.87863178e-05 -2.24957920e-02]","0.7928014980808522"
"(0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1)","[ 1.62136865e-03  3.57395071e-06  2.27098237e-02 -1.31754127e-06
  5.33433647e-07 -5.91154517e-07  8.21561819e-04 -2.96454133e-02
  2.44292401e-02  3.88499617e-05 -3.68555410e-04]","0.7944246042835704"
"(0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0)","[-4.62633461e-04  1.68669361e-06  3.55063290e-02 -5.90687460e-07
  5.07760432e-07 -5.61903840e-07  9.11268979e-04 -8.21321090e-03
  1.32047389e-02  6.68625132e-03 -2.01027494e-02]","0.7989599156706271"
"(0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1)","[-4.70240632e-04  1.73217081e-06  3.61064274e-02 -6.05051230e-07
  5.07183854e-07 -5.61190733e-07  9.10804219e-04 -8.32017328e-03
  1.32012909e-02  6.70179582e-03 -3.30302178e-04]","0.8005637145883039"
